Doc_GUID,Doc_title,Doc_titleCommon
DO-64716423,"AMENDMENTS TO THE CONTRACT RULES - ICE FUTURES OVERNIGHT INDEX AVERAGE INDEXED FUTURES, ICE US TREASURY DTCC GCF REPO INDEX® FUTURES&ICE US MORTGAGE-BACKED SECURITIES DTCC GCF REPO INDEX® FUTURES","AMENDMENTS TO THE CONTRACT RULES - ICE FUTURES OVERNIGHT INDEX AVERAGE INDEXED FUTURES, ICE US TREASURY DTCC GCF REPO INDEX® FUTURES&ICE US MORTGAGE-BACKED SECURITIES DTCC GCF REPO INDEX® FUTURES"
DO-64716777,EBA updates timeline for the implementation of the IRB roadmap and publishes its final supervisory handbook for the validation of IRB rating systems,EBA updates timeline for the implementation of the IRB roadmap and publishes its final supervisory handbook for the validation of IRB rating systems
DO-64728076,GUIDELINE ON INFORMATION REQUIRED FOR DETERMINING AND PAYING COMPENSATION,GUIDELINE ON INFORMATION REQUIRED FOR DETERMINING AND PAYING COMPENSATION
DO-64734596,"Letter of Acceptance, Waiver, and Consent 2019062621801","Letter of Acceptance, Waiver, and Consent 2019062621801"
DO-64736376,Unsolicited Commercial Communications - National Customer Preference Register (NCPR),Unsolicited Commercial Communications - National Customer Preference Register (NCPR)
DO-64741296,2015_2305 Certificate of Deposits (CDs),2015_2305 Certificate of Deposits (CDs)
DO-64742018,A response to the Bank of England’s Discussion Paper on its approach to setting a minimum requirement for own funds and eligible liabilities (MREL),A response to the Bank of England’s Discussion Paper on its approach to setting a minimum requirement for own funds and eligible liabilities (MREL)
DO-64746005,"Act no. 2016-731 of 3 june 2016 strengthening the fight against organized crime, terrorism and their financing, and improving the effectiveness and guarantees of criminal procedure","Act no. 2016-731 of 3 june 2016 strengthening the fight against organized crime, terrorism and their financing, and improving the effectiveness and guarantees of criminal procedure"
DO-64747569,Foreign Currency Investments in Overseas Markets - Reverse Repo,Foreign Currency Investments in Overseas Markets - Reverse Repo
DO-64754154,Anti-Money Laundering Program and Suspicious Activity Reporting Requirements For Insurance Companies,Anti-Money Laundering Program and Suspicious Activity Reporting Requirements For Insurance Companies
DO-64760768,Contract Rules Section GGGG - Contract Rules: ICE Futures Robusta Coffee Futures Contract,Contract Rules Section GGGG - Contract Rules: ICE Futures Robusta Coffee Futures Contract
DO-64762431,MO-651 - Model Regulation to Implement the NAIC Medicare Supplement Insurance Minimum Standards Model Act,MO-651 - Model Regulation to Implement the NAIC Medicare Supplement Insurance Minimum Standards Model Act
DO-64764582,Commission Delegated Regulation (EU) 2020/1732 of 18 September 2020 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to fees charged by the European Securities and Markets Authority to securitisation repositories (Text with EEA relevance),Commission Delegated Regulation (EU) 2020/1732 of 18 September 2020 supplementing Regulation (EU) 2017/2402 of the European Parliament and of the Council with regard to fees charged by the European Securities and Markets Authority to securitisation repositories (Text with EEA relevance)
DO-64775207,"Circular CSSF 17/651 relating to the Law of 23 December 2016 1. transposing Directive 2014/17/EU of the European Parliament and of the Council of 4 February 2014 on credit agreements for consumers relating to residential immovable property and amending Directives 2008/48/EC and 2013/36/EU and Regulation (EU) No 1093/2010; and 2. amending the Consumer Code (hereinafter, “Law of 23 December 2016”)",
DO-64782510,Consumer Protection Act 2007 (Competition and Consumer Protection Commission) Levy Regulations 2019,Consumer Protection Act 2007 (Competition and Consumer Protection Commission) Levy Regulations 2019
DO-64782901,Single banking text,Single banking text
DO-64785310,Contract specification:,Contract specification:
DO-64788187,Regulatory & Compliance Alert,Regulatory & Compliance Alert
DO-64788580,Supervisory expectations on booking models,Supervisory expectations on booking models
DO-64803168,Securities Market Act,Securities market law
DO-64809772,Circular CSSF 11/504 Fraud and incidents due to external IT attacks,Circular CSSF 11/504 Fraud and incidents due to external IT attacks
DO-64813082,The Alternative Investment Fund Managers (Amendment) Regulations 2018,The Alternative Investment Fund Managers (Amendment) Regulations 2018
DO-64813280,Segregation and Monitoring of Collateral at Client Level  Extension of timeline,Segregation and Monitoring of Collateral at Client Level  Extension of timeline
DO-64818191,Order Granting Conditional Exemptions Under the Securities Exchange Act of 1934 in Connection With the Portfolio Margining of Cleared Swaps and Security-Based Swaps That Are Credit Default Swaps,Order Granting Conditional Exemptions Under the Securities Exchange Act of 1934 in Connection With the Portfolio Margining of Cleared Swaps and Security-Based Swaps That Are Credit Default Swaps
DO-64821787,Increasing Awareness regarding Online Mechanisms for Investor Grievance Redressal,Increasing Awareness regarding Online Mechanisms for Investor Grievance Redressal
DO-64830994,UK Finance response to FCA DP 18/8: Climate Change and Green Finance,UK Finance response to FCA DP 18/8: Climate Change and Green Finance
DO-64832944,"Finansinspektionen's regulations on measures against
money laundering and financing and terrorism",SE: Regulations on measures against money laundering and financing and terrorism
DO-64837045,"Circular n 248 06/26/2002 Bank of Italy""Instructions for the compilation of statistical reports on interest rates receivable and payable""",Collection of interest rates on lending and borrowing activity for European Central Bank
DO-64837496,EUROPEAN UNION (RESTRICTIVE MEASURES CONCERNING NICARAGUA) (NO. 2) REGULATIONS 2020,EUROPEAN UNION (RESTRICTIVE MEASURES CONCERNING NICARAGUA) (NO. 2) REGULATIONS 2020
DO-64841260,S.I. No. 45/2022 - Central Bank (Supervision and Enforcement) Act 2013 (Section 48(1)) (Investment Firms) (Amendment) Regulations 2022,S.I. No. 45/2022 - Central Bank (Supervision and Enforcement) Act 2013 (Section 48(1)) (Investment Firms) (Amendment) Regulations 2022
DO-64843693,"Reserve Bank Commercial Paper Directions, 2017","Reserve Bank Commercial Paper Directions, 2017"
DO-64847595,Office for Professional Body AML Supervision Regulations 2018,Office for Professional Body AML Supervision Regulations 2018
DO-64855490,Staff Accounting Bulletin No. 116,Staff Accounting Bulletin No. 116
DO-64861947,"Banking Regulation Act, 1949 - Section 26A Depositor Education and Awareness Fund Scheme, 2014 - Operational Guidelines- Payment of Interest","Banking Regulation Act, 1949 - Section 26A Depositor Education and Awareness Fund Scheme, 2014 - Operational Guidelines- Payment of Interest"
DO-64870536,"Insolvency and Bankruptcy Board of India (Voluntary Liquidation Process) Regulations, 2017","Insolvency and Bankruptcy Board of India (Voluntary Liquidation Process) Regulations, 2017"
DO-64883580,The codes on takeovers and mergers and share buy-backs,The codes on takeovers and mergers and share buy-backs
DO-64899108,SECURITIES AND FUTURES ACT (CAP. 289) NOTICE ON ENTRY REQUIREMENTS OF A  PROVISIONAL OR TEMPORARY REPRESENTATIVE,SECURITIES AND FUTURES ACT (CAP. 289) NOTICE ON ENTRY REQUIREMENTS OF A  PROVISIONAL OR TEMPORARY REPRESENTATIVE
DO-64900635,Guidelines On the criteria to determine the conditions of application of Article 131(3) of Directive 2013/36/EU (CRD) in relation to the assessment of other systemically important institutions (O-SIIs),Guidelines On the criteria to determine the conditions of application of Article 131(3) of Directive 2013/36/EU (CRD) in relation to the assessment of other systemically important institutions (O-SIIs)
DO-64909844,"[BWBR0040497] - Scheme of the Minister of Finance of 22 December 2017, 2017-0000211126, Directorate for the Financial Markets, laying down rules laying down the criteria for the assessment of the professional competence of employees of an investment firm and amending the Regulation on the performance of tasks and cross-border cooperation between financial supervisors under the Financial Supervision Act (Wft) for the implementation of the Markets in Financial Instruments Directive 2014 and the Exemption Regulation under the Wft (Scheme on professional competence of employees of investment firms Wft)",Scheme on professional competence of employees of investment firms Wft
DO-64919305,OCC Regulation W Special Analysis: Impact on National Bank Community Development Corporations,OCC Regulation W Special Analysis: Impact on National Bank Community Development Corporations
DO-64929455,"The Over the Counter Derivatives, Central Counterparties and Trade Repositories (Amendment, etc., and Transitional Provision) (EU Exit) (No. 2) Regulations 2019","The Over the Counter Derivatives, Central Counterparties and Trade Repositories (Amendment, etc., and Transitional Provision) (EU Exit) (No. 2) Regulations 2019"
DO-64930361,SRB Framework for Valuation,Framework for Valuation
DO-64934520,"Federal Register / Vol. 61, No. 150","Federal Register / Vol. 61, No. 150"
DO-64939148,Question ID: 2018_4009,Question ID: 2018_4009
DO-64943190,"ASIC Market Integrity Rules (Capital, Securities Markets) Barclays Capital Asia Limited Waiver 2022/516",
DO-64945673,Series 300 Rules Rules Regarding Closeout or Completion of Open Contractual Commitments,Series 300 Rules Rules Regarding Closeout or Completion of Open Contractual Commitments
DO-64947922,Comprehensive Guidelines for License Applications to Engage in Travel-Related Transactions Involving Cuba,
DO-64951744,NFX Issues Notices to Members Regarding Rules and Margin Rates for Two New Interest Rate Swap Futures Products,NFX Issues Notices to Members Regarding Rules and Margin Rates for Two New Interest Rate Swap Futures Products
DO-64963197,Regulatory Notice 21-42 FINRA Alerts Firms to “Log4Shell” Vulnerability in Apache Log4j Software,Regulatory Notice 21-42 FINRA Alerts Firms to “Log4Shell” Vulnerability in Apache Log4j Software
DO-64967930,Rules for Issuers and Issuer Agents,Rules for Issuers and Issuer Agents
DO-64975357,Rules of the London Stock Exchange Rule Book EFFECTIVE DATE 1 January 2021 Rule Book,Rules of the London Stock Exchange Rule Book EFFECTIVE DATE 1 January 2021 Rule Book
